"Step","Group: pythia-1b - eval_n@0.05","Group: pythia-1b - eval_n@0.05__MIN","Group: pythia-1b - eval_n@0.05__MAX","Group: pythia-410m - eval_n@0.05","Group: pythia-410m - eval_n@0.05__MIN","Group: pythia-410m - eval_n@0.05__MAX","Group: pythia-160m - eval_n@0.05","Group: pythia-160m - eval_n@0.05__MIN","Group: pythia-160m - eval_n@0.05__MAX","Group: sfirah-d15 - eval_n@0.05","Group: sfirah-d15 - eval_n@0.05__MIN","Group: sfirah-d15 - eval_n@0.05__MAX","Group: pythia-1.4b - eval_n@0.05","Group: pythia-1.4b - eval_n@0.05__MIN","Group: pythia-1.4b - eval_n@0.05__MAX","Group: sfirah-d9 - eval_n@0.05","Group: sfirah-d9 - eval_n@0.05__MIN","Group: sfirah-d9 - eval_n@0.05__MAX","Group: sfirah-d24 - eval_n@0.05","Group: sfirah-d24 - eval_n@0.05__MIN","Group: sfirah-d24 - eval_n@0.05__MAX","Group: sfirah-d21 - eval_n@0.05","Group: sfirah-d21 - eval_n@0.05__MIN","Group: sfirah-d21 - eval_n@0.05__MAX","Group: pythia-70m - eval_n@0.05","Group: pythia-70m - eval_n@0.05__MIN","Group: pythia-70m - eval_n@0.05__MAX","Group: sfirah-w1024 - eval_n@0.05","Group: sfirah-w1024 - eval_n@0.05__MIN","Group: sfirah-w1024 - eval_n@0.05__MAX","Group: sfirah-w512 - eval_n@0.05","Group: sfirah-w512 - eval_n@0.05__MIN","Group: sfirah-w512 - eval_n@0.05__MAX","Group: sfirah-w256 - eval_n@0.05","Group: sfirah-w256 - eval_n@0.05__MIN","Group: sfirah-w256 - eval_n@0.05__MAX","Group: sfirah-w128 - eval_n@0.05","Group: sfirah-w128 - eval_n@0.05__MIN","Group: sfirah-w128 - eval_n@0.05__MAX","Group: sfirah-d18 - eval_n@0.05","Group: sfirah-d18 - eval_n@0.05__MIN","Group: sfirah-d18 - eval_n@0.05__MAX","Group: sfirah-d12 - eval_n@0.05","Group: sfirah-d12 - eval_n@0.05__MIN","Group: sfirah-d12 - eval_n@0.05__MAX","Group: sfirah-d6 - eval_n@0.05","Group: sfirah-d6 - eval_n@0.05__MIN","Group: sfirah-d6 - eval_n@0.05__MAX","Group: pythia-31m - eval_n@0.05","Group: pythia-31m - eval_n@0.05__MIN","Group: pythia-31m - eval_n@0.05__MAX","Group: pythia-14m - eval_n@0.05","Group: pythia-14m - eval_n@0.05__MIN","Group: pythia-14m - eval_n@0.05__MAX"
"48029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.6","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"48078","8","8","8","8","8","8","7.333333333333333","7","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49029","","","","","","","","","","4","4","4","","","","4","4","4","4.25","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.6","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"49078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.6","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"50078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.8","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"51078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.8","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"52078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53057","","","","","","","4","4","4","","","","","","","","","","4.2","4","5","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.8","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"53078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.8","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"54078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55029","","","","","","","","","","4","4","4","","","","4","4","4","4.5","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","2.8","2","4","4.2","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"55078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56029","","","","","","","","","","4","4","4","","","","4","4","4","4.25","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"56078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"57078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"58078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"59078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"60078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61029","","","","","","","","","","4","4","4","","","","4","4","4","4.25","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.4","2","4","4.2","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"61078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4.333333333333333","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"62078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"63078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64029","","","","","","","","","","4.333333333333333","4","5","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.6","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"64078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65029","","","","","","","","","","4.333333333333333","4","5","","","","4","4","4","4","4","4","4.333333333333333","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.6","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"65078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66029","","","","","","","","","","4","4","4","","","","4","4","4","4.25","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.6","3","4","4.2","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"66078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67029","","","","","","","","","","4","4","4","","","","4","4","4","4.25","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"67078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4.333333333333333","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"68078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"69078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70029","","","","","","","","","","4","4","4","","","","4","4","4","4.25","4","5","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"70057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4.2","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"70078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71029","","","","","","","","","","4","4","4","","","","4","4","4","4.5","4","5","4.333333333333333","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"71057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"71078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4.2","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"72078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4.333333333333333","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4.2","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"73078","8","8","8","8.333333333333334","8","9","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74029","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74057","","","","","","","4","4","4","","","","","","","","","","4","4","4","","","","4","4","4","4","4","4","4","4","4","4","4","4","3.8","3","4","4.4","4","5","4","4","4","4","4","4","4","4","4","4","4","4"
"74078","8","8","8","8","8","8","8","8","8","","","","8","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
